company_name;Ticker;sector;Executive Name;Title;job_function;Age;Year Born;survey_year;country_code;annual_base_salary;target_total_cash;target_total_direct_compensation;market_cap;ebitda;totalDebt;quickRatio;currentRatio;total_revenue;debtToEquity;revenuePerShare;returnOnAssets;returnOnEquity;gross_profits;free_cash_flow;operating_cash_flow;earningsGrowth;revenueGrowth;grossMargins;ebitdaMargins;operating_margins;profitMargins;financialCurrency
JPMorgan Chase & Co.;JPM;Financial Services;Mr. James  Dimon;Chairman & CEO;CEO;68;1956;2024;US;1.500.000;;;7,38E+11;;1,08E+12;;;1,69E+11;;59163;0,01;0,17;1,69E+11;;-1,40E+11;0,14;0,05;0;0;0,43;0,35;USD
JPMorgan Chase & Co.;JPM;Financial Services;Mr. Daniel Eduardo Pinto;President;OBM;61;1963;2024;US;1.500.000;;;7,38E+11;;1,08E+12;;;1,69E+11;;59163;0,01;0,17;1,69E+11;;-1,40E+11;0,14;0,05;0;0;0,43;0,35;USD
JPMorgan Chase & Co.;JPM;Financial Services;Mr. Jeremy  Barnum;Executive VP & CFO;OBM;51;1973;2024;US;1.000.000;;;7,38E+11;;1,08E+12;;;1,69E+11;;59163;0,01;0,17;1,69E+11;;-1,40E+11;0,14;0,05;0;0;0,43;0,35;USD
JPMorgan Chase & Co.;JPM;Financial Services;Ms. Mary Callahan Erdoes;Chief Executive Officer of Asset & Wealth Management and Executive VP;OBM;57;1967;2024;US;1.000.000;;;7,38E+11;;1,08E+12;;;1,69E+11;;59163;0,01;0,17;1,69E+11;;-1,40E+11;0,14;0,05;0;0;0,43;0,35;USD
JPMorgan Chase & Co.;JPM;Financial Services;Mr. Troy Larry Rohrbaugh;Co- CEO of Commercial & Investment Bank;OBM;54;1970;2024;US;1.000.000;;;7,38E+11;;1,08E+12;;;1,69E+11;;59163;0,01;0,17;1,69E+11;;-1,40E+11;0,14;0,05;0;0;0,43;0,35;USD
McDonald's Corporation;MCD;Consumer Cyclical;Mr. Christopher J. Kempczinski;Chairman President, & CEO;CEO;55;1969;2024;US;1.550.000;4.650.000;19.650.000;2,20E+11;13895999488;52794998784;0,9;1181;25706999808;;35875;0,13;;14608000000;5306375168;9484999680;-0,02;-0,04;0,57;0,54;0,45;0,32;USD
McDonald's Corporation;MCD;Consumer Cyclical;Mr. Ian Frederick Borden CPA;Executive VP & Global CFO;OBM;55;1969;2024;US;950.000;2.185.000;6.935.000;2,20E+11;13895999488;52794998784;0,9;1181;25706999808;;35875;0,13;;14608000000;5306375168;9484999680;-0,02;-0,04;0,57;0,54;0,45;0,32;USD
McDonald's Corporation;MCD;Consumer Cyclical;Ms. Desiree A. Ralls-Morrison J.D.;Executive VP & Global Chief Legal Officer;OBM;57;1967;2024;US;850.000;1.870.000;4.470.000;2,20E+11;13895999488;52794998784;0,9;1181;25706999808;;35875;0,13;;14608000000;5306375168;9484999680;-0,02;-0,04;0,57;0,54;0,45;0,32;USD
McDonald's Corporation;MCD;Consumer Cyclical;Ms. Gillian  McDonald;Executive Vice President & Global Chief Restaurant Experience Officer;OBM;58;1966;2024;US;901.000;1.982.200;5.732.200;2,20E+11;13895999488;52794998784;0,9;1181;25706999808;;35875;0,13;;14608000000;5306375168;9484999680;-0,02;-0,04;0,57;0,54;0,45;0,32;USD
McDonald's Corporation;MCD;Consumer Cyclical;Mr. Joseph  Erlinger;EVP & President of McDonald's USA;OBM;50;1974;2024;US;875.000;1.750.000;5.500.000;2,20E+11;13895999488;52794998784;0,9;1181;25706999808;;35875;0,13;;14608000000;5306375168;9484999680;-0,02;-0,04;0,57;0,54;0,45;0,32;USD
NIKE Inc.;NKE;Consumer Cyclical;Mr. Elliott J. Hill;President and Chief Executive Officer;CEO;60;1964;2024;US;1.500.000;4.500.000;23.500.000;92692168704;5782000128;11914999808;1326;2193;47817998336;85065;32035;0,08;0,32;20956000256;5077624832;5854000128;-0,3;-0,09;0,44;0,12;0,07;0,09;USD
NIKE Inc.;NKE;Consumer Cyclical;Mr. Mark G. Parker;Executive Chairman;OBM;68;1956;2024;US;1.000.000;1.000.000;3.000.000;92692168704;5782000128;11914999808;1326;2193;47817998336;85065;32035;0,08;0,32;20956000256;5077624832;5854000128;-0,3;-0,09;0,44;0,12;0,07;0,09;USD
NIKE Inc.;NKE;Consumer Cyclical;Mr. Matthew  Friend;Executive VP & CFO;OBM;46;1978;2024;US;1.250.000;2.750.000;10.750.000;92692168704;5782000128;11914999808;1326;2193;47817998336;85065;32035;0,08;0,32;20956000256;5077624832;5854000128;-0,3;-0,09;0,44;0,12;0,07;0,09;USD
NIKE Inc.;NKE;Consumer Cyclical;Mr. Craig Anthony Williams;President of Geographies & Marketplace;OBM;54;1970;2024;US;1.250.000;2.750.000;10.750.000;92692168704;5782000128;11914999808;1326;2193;47817998336;85065;32035;0,08;0,32;20956000256;5077624832;5854000128;-0,3;-0,09;0,44;0,12;0,07;0,09;USD
NIKE Inc.;NKE;Consumer Cyclical;Ms. Heidi  O'Neill;Non-Executive Employee;OBM;58;1966;2024;US;1.250.000;2.750.000;10.750.000;92692168704;5782000128;11914999808;1326;2193;47817998336;85065;32035;0,08;0,32;20956000256;5077624832;5854000128;-0,3;-0,09;0,44;0,12;0,07;0,09;USD
Merck & Co. Inc.;MRK;Healthcare;Mr. Robert M. Davis J.D.;Chairman, President & CEO;CEO;57;1967;2024;US;1.615.000;4.037.500;19.537.500;1,98E+11;28795000832;34844000256;0,83;1,41;63921999872;71992;25271;0,14;0,39;49265000448;17124249600;20878000128;0,08;-0,02;0,77;0,45;0,4;0,27;USD
Merck & Co. Inc.;MRK;Healthcare;Ms. Caroline  Litchfield;Executive VP & CFO;OBM;55;1969;2024;US;1.170.000;2.340.000;6.590.000;1,98E+11;28795000832;34844000256;0,83;1,41;63921999872;71992;25271;0,14;0,39;49265000448;17124249600;20878000128;0,08;-0,02;0,77;0,45;0,4;0,27;USD
Merck & Co. Inc.;MRK;Healthcare;Ms. Betty D. Larson;Executive VP & Chief Human Resources Officer;OBM;48;1976;2024;US;800.000;1.600.000;4.250.000;1,98E+11;28795000832;34844000256;0,83;1,41;63921999872;71992;25271;0,14;0,39;49265000448;17124249600;20878000128;0,08;-0,02;0,77;0,45;0,4;0,27;USD
Merck & Co. Inc.;MRK;Healthcare;Mr. Richard R. DeLuca Jr.;Executive VP & President of Merck Animal Health;OBM;61;1963;2024;US;962.000;1.924.000;5.124.000;1,98E+11;28795000832;34844000256;0,83;1,41;63921999872;71992;25271;0,14;0,39;49265000448;17124249600;20878000128;0,08;-0,02;0,77;0,45;0,4;0,27;USD
Merck & Co. Inc.;MRK;Healthcare;Dr. Dean Y. Li M.D., Ph.D.;Executive VP & President of Merck Research Laboratories;OBM;61;1963;2024;US;1.456.000;2.912.000;8.512.000;1,98E+11;28795000832;34844000256;0,83;1,41;63921999872;71992;25271;0,14;0,39;49265000448;17124249600;20878000128;0,08;-0,02;0,77;0,45;0,4;0,27;USD
Microsoft Corporation;MSFT;Technology;Mr. Satya  Nadella;Chairman & CEO;CEO;57;1967;2024;US;2.500.000;10.000.000;60.000.000;3,50E+12;1,49E+11;1,05E+11;1244;1372;2,70E+11;32626;36325;0,15;0,34;1,87E+11;54817001472;1,31E+11;0,18;0,13;0,69;0,55;0,46;0,36;USD
Microsoft Corporation;MSFT;Technology;Mr. Bradford L. Smith LCA;President & Vice Chairman;OBM;65;1959;2024;US;1.000.000;3.500.000;19.000.000;3,50E+12;1,49E+11;1,05E+11;1244;1372;2,70E+11;32626;36325;0,15;0,34;1,87E+11;54817001472;1,31E+11;0,18;0,13;0,69;0,55;0,46;0,36;USD
Microsoft Corporation;MSFT;Technology;Ms. Amy E. Hood;Executive VP & CFO;OBM;52;1972;2024;US;1.000.000;3.500.000;21.000.000;3,50E+12;1,49E+11;1,05E+11;1244;1372;2,70E+11;32626;36325;0,15;0,34;1,87E+11;54817001472;1,31E+11;0,18;0,13;0,69;0,55;0,46;0,36;USD
Microsoft Corporation;MSFT;Technology;Mr. Judson B. Althoff;Executive VP & Chief Commercial Officer;OBM;50;1974;2024;US;960.000;3.360.000;19.760.000;3,50E+12;1,49E+11;1,05E+11;1244;1372;2,70E+11;32626;36325;0,15;0,34;1,87E+11;54817001472;1,31E+11;0,18;0,13;0,69;0,55;0,46;0,36;USD
Microsoft Corporation;MSFT;Technology;Christopher D. Young;;OBM;52;1972;2024;US;850.000;2.550.000;10.050.000;3,50E+12;1,49E+11;1,05E+11;1244;1372;2,70E+11;32626;36325;0,15;0,34;1,87E+11;54817001472;1,31E+11;0,18;0,13;0,69;0,55;0,46;0,36;USD
Pfizer Inc.;PFE;Healthcare;Dr. Albert  Bourla D.V.M., Ph.D.;Chairman of the Board & CEO;CEO;62;1962;2024;US;1.800.000;5.400.000;23.400.000;1,33E+11;23320999936;62397001728;0,88;1258;62464000000;68843;11019;0,05;0,09;46487998464;15049249792;13989000192;-0,05;-0,08;0,74;0,37;0,35;0,13;USD
Pfizer Inc.;PFE;Healthcare;Mr. David M. Denton;CFO & Executive VP;OBM;59;1965;2024;US;1.200.000;2.400.000;6.900.000;1,33E+11;23320999936;62397001728;0,88;1258;62464000000;68843;11019;0,05;0,09;46487998464;15049249792;13989000192;-0,05;-0,08;0,74;0,37;0,35;0,13;USD
Pfizer Inc.;PFE;Healthcare;Dr. Chris  Boshoff FMedSci, M.D., Ph.D.;Chief Scientific Officer and President of Research & Development;OBM;60;1964;2024;US;1.654.377;3.308.754;7.808.754;1,33E+11;23320999936;62397001728;0,88;1258;62464000000;68843;11019;0,05;0,09;46487998464;15049249792;13989000192;-0,05;-0,08;0,74;0,37;0,35;0,13;USD
Pfizer Inc.;PFE;Healthcare;M. Dolsten;;OBM;56;1968;2024;US;1.654.377;3.308.754;9.308.754;1,33E+11;23320999936;62397001728;0,88;1258;62464000000;68843;11019;0,05;0,09;46487998464;15049249792;13989000192;-0,05;-0,08;0,74;0,37;0,35;0,13;USD
Pfizer Inc.;PFE;Healthcare;A. Malik;;OBM;55;1969;2024;US;1.344.888;2.689.776;7.189.776;1,33E+11;23320999936;62397001728;0,88;1258;62464000000;68843;11019;0,05;0,09;46487998464;15049249792;13989000192;-0,05;-0,08;0,74;0,37;0,35;0,13;USD
The Procter & Gamble Company;PG;Consumer Defensive;Mr. Jon R. Moeller;President, CEO & Chairman of the Board;CEO;60;1964;2024;US;1.600.000;4.800.000;21.382.303;3,85E+11;24187000832;34140999680;0,45;0,71;83926999040;64975;35648;0,11;0,3;43384999936;12618874880;18585999360;0,01;-0,02;0,52;0,29;0,23;0,18;USD
The Procter & Gamble Company;PG;Consumer Defensive;Mr. Andre  Schulten;Chief Financial Officer;OBM;53;1971;2024;US;1.000.000;2.150.000;7.979.769;3,85E+11;24187000832;34140999680;0,45;0,71;83926999040;64975;35648;0,11;0,3;43384999936;12618874880;18585999360;0,01;-0,02;0,52;0,29;0,23;0,18;USD
The Procter & Gamble Company;PG;Consumer Defensive;Mr. Shailesh G. Jejurikar;Chief Operating Officer;OBM;57;1967;2024;US;1.125.000;2.587.500;9.116.675;3,85E+11;24187000832;34140999680;0,45;0,71;83926999040;64975;35648;0,11;0,3;43384999936;12618874880;18585999360;0,01;-0,02;0,52;0,29;0,23;0,18;USD
The Procter & Gamble Company;PG;Consumer Defensive;Ms. R. Alexandra Keith;Chief Executive Officer of Beauty & Executive Sponsor of Corporate Sustainability;OBM;56;1968;2024;US;1.060.000;2.279.000;6.480.593;3,85E+11;24187000832;34140999680;0,45;0,71;83926999040;64975;35648;0,11;0,3;43384999936;12618874880;18585999360;0,01;-0,02;0,52;0,29;0,23;0,18;USD
The Procter & Gamble Company;PG;Consumer Defensive;Ms. Ma. Fatima de Vera Francisco;Chief Executive Officer of Baby, Feminine & Family Care;OBM;55;1969;2024;US;1.000.000;2.150.000;6.059.225;3,85E+11;24187000832;34140999680;0,45;0,71;83926999040;64975;35648;0,11;0,3;43384999936;12618874880;18585999360;0,01;-0,02;0,52;0,29;0,23;0,18;USD
UnitedHealth Group Incorporated;UNH;Healthcare;Andrew Witty;CEO;CEO;;1953;2024;US;1.500.000;4.500.000;27.500.118;2,75E+11;36238000128;81270996992;0,77;0,85;4,10E+11;77277;446442;0,07;0,23;90168000512;20096374784;28515999744;;0,1;0,22;0,09;0,08;0,05;USD
UnitedHealth Group Incorporated;UNH;Healthcare;Mr. John F. Rex;President & CFO;OBM;62;1962;2024;US;1.400.000;4.200.000;19.200.946;2,75E+11;36238000128;81270996992;0,77;0,85;4,10E+11;77277;446442;0,07;0,23;90168000512;20096374784;28515999744;;0,1;0,22;0,09;0,08;0,05;USD
UnitedHealth Group Incorporated;UNH;Healthcare;Mr. Christopher R. Zaetta;Executive VP, Chief Legal Officer & Corporate Secretary;OBM;52;1972;2024;US;825.000;2.475.000;7.476.066;2,75E+11;36238000128;81270996992;0,77;0,85;4,10E+11;77277;446442;0,07;0,23;90168000512;20096374784;28515999744;;0,1;0,22;0,09;0,08;0,05;USD
UnitedHealth Group Incorporated;UNH;Healthcare;Ms. Erin L.  McSweeney;Executive VP & Chief People Officer;OBM;59;1965;2024;US;800.000;1.800.000;6.300.593;2,75E+11;36238000128;81270996992;0,77;0,85;4,10E+11;77277;446442;0,07;0,23;90168000512;20096374784;28515999744;;0,1;0,22;0,09;0,08;0,05;USD
UnitedHealth Group Incorporated;UNH;Healthcare;Ms. Heather Rachelle Cianfrocco;EVP of Governance, Compliance & Information Security;OBM;50;1974;2024;US;1.000.000;3.000.000;10.251.435;2,75E+11;36238000128;81270996992;0,77;0,85;4,10E+11;77277;446442;0,07;0,23;90168000512;20096374784;28515999744;;0,1;0,22;0,09;0,08;0,05;USD
Verizon Communications Inc.;VZ;Communication Services;Mr. Hans E. Vestberg;Chairman & CEO;CEO;59;1965;2024;US;1.500.000;5.250.000;23.250.000;1,85E+11;49336999936;1,73E+11;0,47;0,61;1,35E+11;169089;32062;0,05;0,18;81199996928;17040874496;37610000384;0,06;0,02;0,6;0,36;0,25;0,13;USD
Verizon Communications Inc.;VZ;Communication Services;Mr. Anthony T. Skiadas CPA;Executive VP & CFO;OBM;55;1969;2024;US;1.000.000;2.500.000;11.000.000;1,85E+11;49336999936;1,73E+11;0,47;0,61;1,35E+11;169089;32062;0,05;0,18;81199996928;17040874496;37610000384;0,06;0,02;0,6;0,36;0,25;0,13;USD
Verizon Communications Inc.;VZ;Communication Services;Ms. Vandana  Venkatesh;Executive Vice President - Public Policy & Chief Legal Officer;OBM;52;1972;2024;US;700.000;1.750.000;6.250.000;1,85E+11;49336999936;1,73E+11;0,47;0,61;1,35E+11;169089;32062;0,05;0,18;81199996928;17040874496;37610000384;0,06;0,02;0,6;0,36;0,25;0,13;USD
Verizon Communications Inc.;VZ;Communication Services;Mr. Kyle  Malady;Executive VP & CEO of Verizon Business Group;OBM;56;1968;2024;US;1.100.000;2.750.000;12.000.000;1,85E+11;49336999936;1,73E+11;0,47;0,61;1,35E+11;169089;32062;0,05;0,18;81199996928;17040874496;37610000384;0,06;0,02;0,6;0,36;0,25;0,13;USD
Verizon Communications Inc.;VZ;Communication Services;Mr. Sowmyanarayan  Sampath;Executive VP & CEO of Verizon Consumer Group;OBM;47;1977;2024;US;1.200.000;3.000.000;13.000.000;1,85E+11;49336999936;1,73E+11;0,47;0,61;1,35E+11;169089;32062;0,05;0,18;81199996928;17040874496;37610000384;0,06;0,02;0,6;0,36;0,25;0,13;USD
Visa Inc.;V;Financial Services;Mr. Ryan M. McInerney;President, CEO & Director;CEO;49;1975;2024;US;1.450.000;5.075.000;24.825.000;7,09E+11;26225000448;20761999360;0,68;1084;37620998144;54594;19868;0,17;0,51;36781998080;14747499520;21888999424;0,01;0,09;0,98;0,7;0,67;0,53;USD
Visa Inc.;V;Financial Services;Mr. Christopher  Suh;Chief Financial Officer;OBM;54;1970;2024;US;900.000;2.475.000;11.475.000;7,09E+11;26225000448;20761999360;0,68;1084;37620998144;54594;19868;0,17;0,51;36781998080;14747499520;21888999424;0,01;0,09;0,98;0,7;0,67;0,53;USD
Visa Inc.;V;Financial Services;Mr. Paul D. Fabara;Chief Risk & Client Services Officer;OBM;58;1966;2024;US;800.000;2.080.000;6.580.000;7,09E+11;26225000448;20761999360;0,68;1084;37620998144;54594;19868;0,17;0,51;36781998080;14747499520;21888999424;0,01;0,09;0,98;0,7;0,67;0,53;USD
Visa Inc.;V;Financial Services;Mr. Rajat  Taneja;President of Technology;OBM;60;1964;2024;US;1.200.000;3.600.000;16.100.000;7,09E+11;26225000448;20761999360;0,68;1084;37620998144;54594;19868;0,17;0,51;36781998080;14747499520;21888999424;0,01;0,09;0,98;0,7;0,67;0,53;USD
Visa Inc.;V;Financial Services;Ms. Kelly Mahon Tullier J.D.;Vice Chair, Chief People & Corporate Affairs Officer and Corporate Secretary;OBM;58;1966;2024;US;900.000;2.475.000;9.975.000;7,09E+11;26225000448;20761999360;0,68;1084;37620998144;54594;19868;0,17;0,51;36781998080;14747499520;21888999424;0,01;0,09;0,98;0,7;0,67;0,53;USD
Walmart Inc.;WMT;Consumer Defensive;Mr. C. Douglas McMillon;President, CEO & Director;CEO;58;1966;2025;US;1.511.539;5.111.539;25.487.214;7,80E+11;42502000640;67205001216;0,19;0,78;6,85E+11;74138;85311;0,07;0,22;1,70E+11;9801124864;37604999168;-0,11;0,03;0,25;0,06;0,04;0,03;USD
Walmart Inc.;WMT;Consumer Defensive;Mr. John David Rainey Jr.;Executive VP & CFO;OBM;53;1971;2025;US;1.030.000;2.884.000;12.848.587;7,80E+11;42502000640;67205001216;0,19;0,78;6,85E+11;74138;85311;0,07;0,22;1,70E+11;9801124864;37604999168;-0,11;0,03;0,25;0,06;0,04;0,03;USD
Walmart Inc.;WMT;Consumer Defensive;Mr. Suresh  Kumar Ph.D.;Global CTO, Chief Development Officer & Executive VP;OBM;58;1966;2025;US;1.138.750;3.181.750;15.445.891;7,80E+11;42502000640;67205001216;0,19;0,78;6,85E+11;74138;85311;0,07;0,22;1,70E+11;9801124864;37604999168;-0,11;0,03;0,25;0,06;0,04;0,03;USD
Walmart Inc.;WMT;Consumer Defensive;Mr. John R. Furner;Executive VP, CEO & President of Walmart US;OBM;49;1975;2025;US;1.315.866;3.682.866;15.435.977;7,80E+11;42502000640;67205001216;0,19;0,78;6,85E+11;74138;85311;0,07;0,22;1,70E+11;9801124864;37604999168;-0,11;0,03;0,25;0,06;0,04;0,03;USD
Walmart Inc.;WMT;Consumer Defensive;Ms. Kathryn J. McLay;Executive VP, President & CEO of Walmart International;OBM;49;1975;2025;US;1.128.846;3.180.846;14.422.923;7,80E+11;42502000640;67205001216;0,19;0,78;6,85E+11;74138;85311;0,07;0,22;1,70E+11;9801124864;37604999168;-0,11;0,03;0,25;0,06;0,04;0,03;USD
Walgreens Boots Alliance Inc.;WBA;Healthcare;Mr. Stefano  Pessina;Executive Chairman of the Board;CEO;83;1941;2024;US;0;0;8.000.000;9728302080;1326000000;31107000320;0,27;0,61;1,52E+11;428707;175925;-0,01;-0,66;26427000832;3674125056;1596999936;;0,04;0,17;0,01;-0,03;-0,04;USD
Walgreens Boots Alliance Inc.;WBA;Healthcare;Mr. Timothy C. Wentworth;CEO & Director;OBM;64;1960;2024;US;1.500.000;4.500.000;16.500.000;9728302080;1326000000;31107000320;0,27;0,61;1,52E+11;428707;175925;-0,01;-0,66;26427000832;3674125056;1596999936;;0,04;0,17;0,01;-0,03;-0,04;USD
Walgreens Boots Alliance Inc.;WBA;Healthcare;Mr. Manmohan  Mahajan;Executive VP & Global CFO;OBM;44;1980;2024;US;900.000;2.025.000;6.025.000;9728302080;1326000000;31107000320;0,27;0,61;1,52E+11;428707;175925;-0,01;-0,66;26427000832;3674125056;1596999936;;0,04;0,17;0,01;-0,03;-0,04;USD
Walgreens Boots Alliance Inc.;WBA;Healthcare;Ms. Ornella  Barra;Chief Operating Officer of International;OBM;71;1953;2024;US;1.027.590;2.312.078;7.812.078;9728302080;1326000000;31107000320;0,27;0,61;1,52E+11;428707;175925;-0,01;-0,66;26427000832;3674125056;1596999936;;0,04;0,17;0,01;-0,03;-0,04;USD
Walgreens Boots Alliance Inc.;WBA;Healthcare;Ms. Mary  Langowski;Executive VP & President of Walgreens Health;OBM;46;1978;2024;US;950.000;2.137.500;6.537.500;9728302080;1326000000;31107000320;0,27;0,61;1,52E+11;428707;175925;-0,01;-0,66;26427000832;3674125056;1596999936;;0,04;0,17;0,01;-0,03;-0,04;USD
The Walt Disney Company;DIS;Communication Services;Mr. Robert A. Iger;CEO & Director;CEO;73;1951;2024;US;1.000.000;6.000.000;36.000.000;2,05E+11;19120001024;42888998912;0,54;0,67;94039998464;39432;51856;0,04;0,09;34885001216;9386999808;18077999104;;0,07;0,37;0,2;0,15;0,09;USD
The Walt Disney Company;DIS;Communication Services;Mr. Hugh F. Johnston;Senior Executive VP & CFO;OBM;62;1962;2024;US;2.000.000;6.000.000;20.000.000;2,05E+11;19120001024;42888998912;0,54;0,67;94039998464;39432;51856;0,04;0,09;34885001216;9386999808;18077999104;;0,07;0,37;0,2;0,15;0,09;USD
The Walt Disney Company;DIS;Communication Services;Mr. Horacio E. Gutierrez;Senior EVP and Chief Legal & Compliance Officer;OBM;58;1966;2024;US;1.500.000;4.500.000;13.900.000;2,05E+11;19120001024;42888998912;0,54;0,67;94039998464;39432;51856;0,04;0,09;34885001216;9386999808;18077999104;;0,07;0,37;0,2;0,15;0,09;USD
The Walt Disney Company;DIS;Communication Services;Ms. Sonia L. Coleman;Senior EVP & Chief Human Resources Officer;OBM;51;1973;2024;US;925.000;2.312.500;6.550.000;2,05E+11;19120001024;42888998912;0,54;0,67;94039998464;39432;51856;0,04;0,09;34885001216;9386999808;18077999104;;0,07;0,37;0,2;0,15;0,09;USD
The Walt Disney Company;DIS;Communication Services;Ms. Kristina K. Schake;Senior EVP & Chief Communications Officer;OBM;53;1971;2024;US;803.400;2.008.500;5.820.400;2,05E+11;19120001024;42888998912;0,54;0,67;94039998464;39432;51856;0,04;0,09;34885001216;9386999808;18077999104;;0,07;0,37;0,2;0,15;0,09;USD
Adobe Inc.;ADBE;Technology;Mr. Shantanu  Narayen;Chairman & CEO;CEO;60;1964;2024;US;1.500.000;4.500.000;45.000.000;1,78E+11;8664999936;6562999808;1027;1185;22037000192;50118;49762;0,17;0,47;19647000576;8357374976;9363999744;2044;0,1;0,89;0,39;0,38;0,31;USD
Adobe Inc.;ADBE;Technology;Mr. Daniel J. Durn;CFO and Executive VP of Finance, Technology, Security & Operations;OBM;58;1966;2024;US;900.000;1.800.000;14.300.000;1,78E+11;8664999936;6562999808;1027;1185;22037000192;50118;49762;0,17;0,47;19647000576;8357374976;9363999744;2044;0,1;0,89;0,39;0,38;0,31;USD
Adobe Inc.;ADBE;Technology;Dr. Anil S. Chakravarthy;President of Digital Experience Business;OBM;56;1968;2024;US;800.000;1.600.000;15.600.000;1,78E+11;8664999936;6562999808;1027;1185;22037000192;50118;49762;0,17;0,47;19647000576;8357374976;9363999744;2044;0,1;0,89;0,39;0,38;0,31;USD
Adobe Inc.;ADBE;Technology;Mr. David  Wadhwani;President of Digital Media Business;OBM;52;1972;2024;US;800.000;1.600.000;15.600.000;1,78E+11;8664999936;6562999808;1027;1185;22037000192;50118;49762;0,17;0,47;19647000576;8357374976;9363999744;2044;0,1;0,89;0,39;0,38;0,31;USD
Adobe Inc.;ADBE;Technology;Scott Belsky;;OBM;;1975;2024;US;725.000;1.450.000;12.450.000;1,78E+11;8664999936;6562999808;1027;1185;22037000192;50118;49762;0,17;0,47;19647000576;8357374976;9363999744;2044;0,1;0,89;0,39;0,38;0,31;USD
Alphabet Inc.;GOOGL;Communication Services;Mr. Sundar  Pichai;CEO & Director;CEO;51;1973;2024;US;2.000.000;2.000.000;2.000.000;2,11E+12;1,36E+11;28497999872;1597;1768;3,60E+11;8254;29338;0,17;0,35;2,11E+11;60679000064;1,33E+11;0,49;0,12;0,59;0,38;0,34;0,31;USD
Alphabet Inc.;GOOGL;Communication Services;Ms. Ruth M. Porat;President & Chief Investment Officer;OBM;66;1958;2024;US;1.000.000;3.000.000;26.000.000;2,11E+12;1,36E+11;28497999872;1597;1768;3,60E+11;8254;29338;0,17;0,35;2,11E+11;60679000064;1,33E+11;0,49;0,12;0,59;0,38;0,34;0,31;USD
Alphabet Inc.;GOOGL;Communication Services;Prabhakar Raghavan ;;OBM;;;2024;US;1.000.000;3.000.000;38.000.000;2,11E+12;1,36E+11;28497999872;1597;1768;3,60E+11;8254;29338;0,17;0,35;2,11E+11;60679000064;1,33E+11;0,49;0,12;0,59;0,38;0,34;0,31;USD
Alphabet Inc.;GOOGL;Communication Services;Philipp Schindler;;OBM;;;2024;US;1.000.000;3.000.000;38.000.000;2,11E+12;1,36E+11;28497999872;1597;1768;3,60E+11;8254;29338;0,17;0,35;2,11E+11;60679000064;1,33E+11;0,49;0,12;0,59;0,38;0,34;0,31;USD
Alphabet Inc.;GOOGL;Communication Services;Kent Walker ;;OBM;;;2024;US;1.000.000;3.000.000;26.000.000;2,11E+12;1,36E+11;28497999872;1597;1768;3,60E+11;8254;29338;0,17;0,35;2,11E+11;60679000064;1,33E+11;0,49;0,12;0,59;0,38;0,34;0,31;USD
Amazon.com Inc.;AMZN;Consumer Cyclical;Mr. Andrew R. Jassy;President, CEO & Director;CEO;56;1968;2024;US;365.000;365.000;365.000;2,27E+12;1,26E+11;1,58E+11;0,81;1048;6,50E+11;51641;61785;0,08;0,25;3,20E+11;39273500672;1,14E+11;0,62;0,09;0,49;0,19;0,12;0,1;USD
Amazon.com Inc.;AMZN;Consumer Cyclical;Mr. Brian T. Olsavsky;Senior VP & CFO;OBM;60;1964;2024;US;365.000;365.000;25.710.706;2,27E+12;1,26E+11;1,58E+11;0,81;1048;6,50E+11;51641;61785;0,08;0,25;3,20E+11;39273500672;1,14E+11;0,62;0,09;0,49;0,19;0,12;0,1;USD
Amazon.com Inc.;AMZN;Consumer Cyclical;Matthew S. Garman;;OBM;;;2024;US;365.000;365.000;33.161.343;2,27E+12;1,26E+11;1,58E+11;0,81;1048;6,50E+11;51641;61785;0,08;0,25;3,20E+11;39273500672;1,14E+11;0,62;0,09;0,49;0,19;0,12;0,1;USD
Amazon.com Inc.;AMZN;Consumer Cyclical;Mr. Douglas J. Herrington;Chief Executive Officer of Worldwide Amazon Stores;OBM;57;1967;2024;US;365.000;365.000;34.172.522;2,27E+12;1,26E+11;1,58E+11;0,81;1048;6,50E+11;51641;61785;0,08;0,25;3,20E+11;39273500672;1,14E+11;0,62;0,09;0,49;0,19;0,12;0,1;USD
Amazon.com Inc.;AMZN;Consumer Cyclical;Mr. David A. Zapolsky J.D.;Senior VP, Chief Global Affairs & Legal Officer;OBM;60;1964;2024;US;365.000;365.000;25.710.706;2,27E+12;1,26E+11;1,58E+11;0,81;1048;6,50E+11;51641;61785;0,08;0,25;3,20E+11;39273500672;1,14E+11;0,62;0,09;0,49;0,19;0,12;0,1;USD
Amgen Inc.;AMGN;Healthcare;Mr. Robert A. Bradway;Chairman, CEO & President;CEO;61;1963;2024;US;1.852.265;4.630.663;18.000.000;1,56E+11;15726000128;57380999168;0,74;1,17;34126000128;924456;63,49;0,07;10567299;23569999872;13090124800;12192000000;;0,09;0,69;0,46;0,29;0,17;USD
Amgen Inc.;AMGN;Healthcare;Mr. Murdo  Gordon;Executive Vice President of Global Commercial Operations;OBM;57;1967;2024;US;1.186.396;2.372.792;5.300.000;1,56E+11;15726000128;57380999168;0,74;1,17;34126000128;924456;63,49;0,07;10567299;23569999872;13090124800;12192000000;;0,09;0,69;0,46;0,29;0,17;USD
