company_name;Ticker;sector;Executive Name;Title;job_function;Age;Year Born;survey_year;country_code;annual_base_salary;target_total_cash;target_total_direct_compensation;market_cap;ebitda;totalDebt;quickRatio;currentRatio;total_revenue;debtToEquity;revenuePerShare;returnOnAssets;returnOnEquity;gross_profits;free_cash_flow;operating_cash_flow;earningsGrowth;revenueGrowth;grossMargins;ebitdaMargins;operating_margins;profitMargins;financialCurrency
Amgen Inc.;AMGN;Healthcare;Dr. David M. Reese M.D.;Executive VP & CTO;OBM;61;1963;2024;US;1.257.096;2.514.192;4.800.000;1,56E+11;15726000128;57380999168;0,74;1,17;34126000128;924456;63,49;0,07;10567299;23569999872;13090124800;12192000000;;0,09;0,69;0,46;0,29;0,17;USD
Amgen Inc.;AMGN;Healthcare;Mr. Peter H. Griffith;Executive VP & CFO;OBM;65;1959;2024;US;1.123.339;2.246.678;4.800.000;1,56E+11;15726000128;57380999168;0,74;1,17;34126000128;924456;63,49;0,07;10567299;23569999872;13090124800;12192000000;;0,09;0,69;0,46;0,29;0,17;USD
Amgen Inc.;AMGN;Healthcare;Dr. James E. Bradner M.D.;Executive Vice President of Research & Development;OBM;52;1972;2024;US;1.200.000;2.400.000;4.300.000;1,56E+11;15726000128;57380999168;0,74;1,17;34126000128;924456;63,49;0,07;10567299;23569999872;13090124800;12192000000;;0,09;0,69;0,46;0,29;0,17;USD
Charter Communications Inc.;CHTR;Communication Services;Mr. Christopher L. Winfrey;President, CEO & Director;CEO;48;1976;2024;US;1.700.000;5.950.000;5.950.000;54763225088;22151999488;95557001216;0,3;0,36;55140999168;465632;387412;0,06;0,33;30293999616;3570749952;15454000128;0,12;0;0,55;0,4;0,24;0,09;USD
Charter Communications Inc.;CHTR;Communication Services;Mr. Richard J. DiGeronimo;President of Product & Technology;OBM;46;1978;2024;US;1.450.000;4.350.000;4.350.000;54763225088;22151999488;95557001216;0,3;0,36;55140999168;465632;387412;0,06;0,33;30293999616;3570749952;15454000128;0,12;0;0,55;0,4;0,24;0,09;USD
Charter Communications Inc.;CHTR;Communication Services;Ms. Jessica M. Fischer;Chief Financial Officer;OBM;38;1986;2024;US;800.000;2.000.000;2.000.000;54763225088;22151999488;95557001216;0,3;0,36;55140999168;465632;387412;0,06;0,33;30293999616;3570749952;15454000128;0,12;0;0,55;0,4;0,24;0,09;USD
Charter Communications Inc.;CHTR;Communication Services;Mr. Jamal H. Haughton J.D.;Executive VP, General Counsel & Corporate Secretary;OBM;48;1976;2024;US;750.000;1.875.000;5.000.000;54763225088;22151999488;95557001216;0,3;0,36;55140999168;465632;387412;0,06;0,33;30293999616;3570749952;15454000128;0,12;0;0,55;0,4;0,24;0,09;USD
Charter Communications Inc.;CHTR;Communication Services;Mr. R. Adam Ray;Executive VP, Chief Commercial Officer & President of Spectrum Enterprise;OBM;48;1976;2024;US;725.000;1.812.500;2.562.500;54763225088;22151999488;95557001216;0,3;0,36;55140999168;465632;387412;0,06;0,33;30293999616;3570749952;15454000128;0,12;0;0,55;0,4;0,24;0,09;USD
Comcast Corporation;CMCSA;Communication Services;Mr. Brian L. Roberts;Chairman & CEO;CEO;64;1960;2024;US;2.500.000;10.000.000;27.250.000;1,30E+11;38270001152;99122003968;0,51;0,65;1,24E+11;113542;32,2;0,05;0,18;86941999104;9956500480;28118999040;-0,08;-0,01;0,7;0,31;0,19;0,13;USD
Comcast Corporation;CMCSA;Communication Services;Mr. Michael J. Cavanagh J.D.;President;OBM;58;1966;2024;US;2.500.000;10.000.000;23.125.000;1,30E+11;38270001152;99122003968;0,51;0,65;1,24E+11;113542;32,2;0,05;0,18;86941999104;9956500480;28118999040;-0,08;-0,01;0,7;0,31;0,19;0,13;USD
Comcast Corporation;CMCSA;Communication Services;Mr. Jason S. Armstrong C.F.A.;Chief Financial Officer;OBM;47;1977;2024;US;2.000.000;6.000.000;12.375.000;1,30E+11;38270001152;99122003968;0,51;0,65;1,24E+11;113542;32,2;0,05;0,18;86941999104;9956500480;28118999040;-0,08;-0,01;0,7;0,31;0,19;0,13;USD
Comcast Corporation;CMCSA;Communication Services;Mr. Thomas J. Reid;Chief Legal Officer & Secretary;OBM;60;1964;2024;US;1.900.000;6.650.000;11.787.500;1,30E+11;38270001152;99122003968;0,51;0,65;1,24E+11;113542;32,2;0,05;0,18;86941999104;9956500480;28118999040;-0,08;-0,01;0,7;0,31;0,19;0,13;USD
Comcast Corporation;CMCSA;Communication Services;Ms. Jennifer Khoury Newcomb;Chief Communications Officer;OBM;50;1974;2024;US;1.500.000;3.750.000;4.875.000;1,30E+11;38270001152;99122003968;0,51;0,65;1,24E+11;113542;32,2;0,05;0,18;86941999104;9956500480;28118999040;-0,08;-0,01;0,7;0,31;0,19;0,13;USD
Costco Wholesale Corporation;COST;Consumer Defensive;Mr. Ron M. Vachris;President, CEO & Director;CEO;59;1965;2024;US;1.150.000;1.683.333;12.275.362;4,50E+11;12442000384;8179999744;0,47;1015;2,69E+11;30157;605,36;0,09;0,32;34339000320;6088374784;12426000384;0,13;0,08;0,13;0,05;0,04;0,03;USD
Costco Wholesale Corporation;COST;Consumer Defensive;Mr. Gary  Millerchip;Executive VP & CFO;OBM;52;1972;2024;US;;;;4,50E+11;12442000384;8179999744;0,47;1015;2,69E+11;30157;605,36;0,09;0,32;34339000320;6088374784;12426000384;0,13;0,08;0,13;0,05;0,04;0,03;USD
Costco Wholesale Corporation;COST;Consumer Defensive;Mr. Javier  Polit;Executive VP and CI&DO of Information Systems;OBM;59;1965;2024;US;;;;4,50E+11;12442000384;8179999744;0,47;1015;2,69E+11;30157;605,36;0,09;0,32;34339000320;6088374784;12426000384;0,13;0,08;0,13;0,05;0,04;0,03;USD
Costco Wholesale Corporation;COST;Consumer Defensive;Mr. Pierre  Riel;Executive VP & COO of International Division;OBM;61;1963;2024;US;;;;4,50E+11;12442000384;8179999744;0,47;1015;2,69E+11;30157;605,36;0,09;0,32;34339000320;6088374784;12426000384;0,13;0,08;0,13;0,05;0,04;0,03;USD
Costco Wholesale Corporation;COST;Consumer Defensive;Mr. Russell D. Miller;Senior EVP and COO of Warehouse Operations - U.S. & Mexico;OBM;67;1957;2024;US;;;;4,50E+11;12442000384;8179999744;0,47;1015;2,69E+11;30157;605,36;0,09;0,32;34339000320;6088374784;12426000384;0,13;0,08;0,13;0,05;0,04;0,03;USD
Gilead Sciences Inc.;GILD;Healthcare;Mr. Daniel P.  O'Day;Chairman & CEO;CEO;59;1965;2024;US;1.175.000;2.937.500;19.437.500;1,40E+11;13724000256;24952000512;1061;1369;28735000576;130789;23048;0,12;0,33;22496000000;9989000192;10366000128;;0;0,78;0,48;0,38;0,21;USD
Gilead Sciences Inc.;GILD;Healthcare;Mr. Andrew D. Dickinson;Chief Financial Officer;OBM;54;1970;2024;US;1.090.000;2.180.000;7.380.000;1,40E+11;13724000256;24952000512;1061;1369;28735000576;130789;23048;0,12;0,33;22496000000;9989000192;10366000128;;0;0,78;0,48;0,38;0,21;USD
Gilead Sciences Inc.;GILD;Healthcare;Ms. Johanna  Mercier;Chief Commercial Officer;OBM;54;1970;2024;US;1.154.000;2.308.000;7.508.000;1,40E+11;13724000256;24952000512;1061;1369;28735000576;130789;23048;0,12;0,33;22496000000;9989000192;10366000128;;0;0,78;0,48;0,38;0,21;USD
Gilead Sciences Inc.;GILD;Healthcare;Dr. Parsey;;OBM;;;2024;US;1.147.000;2.294.000;7.594.000;1,40E+11;13724000256;24952000512;1061;1369;28735000576;130789;23048;0,12;0,33;22496000000;9989000192;10366000128;;0;0,78;0,48;0,38;0,21;USD
Gilead Sciences Inc.;GILD;Healthcare;Ms. Deborah H. Telman J.D.;Executive VP of Corporate Affairs, General Counsel & Corporate Secretary;OBM;59;1965;2024;US;973.000;1.946.000;5.196.000;1,40E+11;13724000256;24952000512;1061;1369;28735000576;130789;23048;0,12;0,33;22496000000;9989000192;10366000128;;0;0,78;0,48;0,38;0,21;USD
The Kraft Heinz Company;KHC;Consumer Defensive;Mr. Carlos A. Abrams-Rivera;CEO & Director;CEO;56;1968;2024;US;800.000;2.400.000;8.025.000;31636023296;6368999936;21603000320;0,7;1307;25433999360;43,55;21107;0,04;0,05;8794000384;2305625088;4132999936;-0,11;-0,06;0,35;0,25;0,21;0,1;USD
The Kraft Heinz Company;KHC;Consumer Defensive;Mr. Andre  Maciel;Executive VP & Global CFO;OBM;49;1975;2024;US;725.000;2.175.000;5.831.250;31636023296;6368999936;21603000320;0,7;1307;25433999360;43,55;21107;0,04;0,05;8794000384;2305625088;4132999936;-0,11;-0,06;0,35;0,25;0,21;0,1;USD
The Kraft Heinz Company;KHC;Consumer Defensive;Mr. Marcos Eloi Lima;Executive VP and Global Chief Procurement & Sustainability Officer;OBM;46;1978;2024;US;585.000;1.462.500;3.151.250;31636023296;6368999936;21603000320;0,7;1307;25433999360;43,55;21107;0,04;0,05;8794000384;2305625088;4132999936;-0,11;-0,06;0,35;0,25;0,21;0,1;USD
The Kraft Heinz Company;KHC;Consumer Defensive;Mr. Pedro  Navio;Executive VP & President of North America;OBM;43;1981;2024;US;525.000;1.443.750;4.756.250;31636023296;6368999936;21603000320;0,7;1307;25433999360;43,55;21107;0,04;0,05;8794000384;2305625088;4132999936;-0,11;-0,06;0,35;0,25;0,21;0,1;USD
The Kraft Heinz Company;KHC;Consumer Defensive;Mr. Cory  Onell;Executive VP and Chief Omnichannel Sales & Asia Emerging Markets Officer;OBM;50;1974;2024;US;516.810;1.292.025;3.117.025;31636023296;6368999936;21603000320;0,7;1307;25433999360;43,55;21107;0,04;0,05;8794000384;2305625088;4132999936;-0,11;-0,06;0,35;0,25;0,21;0,1;USD
Mondelez International Inc.;MDLZ;Consumer Defensive;Mr. Dirk  Van de Put;Chairman & CEO;CEO;63;1961;2024;US;1.550.000;4.650.000;21.450.000;85652340736;5633999872;20155000832;0,33;0,61;36464001024;78051;27432;0,04;0,13;11937000448;3596750080;4678000128;-0,7;0;0,33;0,15;0,08;0,1;USD
Mondelez International Inc.;MDLZ;Consumer Defensive;Mr. Luca  Zaramella;Executive VP & CFO;OBM;55;1969;2024;US;1.100.000;2.475.000;8.125.000;85652340736;5633999872;20155000832;0,33;0,61;36464001024;78051;27432;0,04;0,13;11937000448;3596750080;4678000128;-0,7;0;0,33;0,15;0,08;0,1;USD
Mondelez International Inc.;MDLZ;Consumer Defensive;Mr. Gruber;;OBM;;;2024;US;845.513;1.691.026;4.691.026;85652340736;5633999872;20155000832;0,33;0,61;36464001024;78051;27432;0,04;0,13;11937000448;3596750080;4678000128;-0,7;0;0,33;0,15;0,08;0,1;USD
Mondelez International Inc.;MDLZ;Consumer Defensive;Mr. Gustavo Carlos Valle;Executive VP & President of North America;OBM;60;1964;2024;US;815.000;1.630.000;4.630.000;85652340736;5633999872;20155000832;0,33;0,61;36464001024;78051;27432;0,04;0,13;11937000448;3596750080;4678000128;-0,7;0;0,33;0,15;0,08;0,1;USD
Mondelez International Inc.;MDLZ;Consumer Defensive;Ms. Stephanie  Lilak;Executive VP & Chief People Officer;OBM;57;1967;2024;US;675.000;1.282.500;2.782.500;85652340736;5633999872;20155000832;0,33;0,61;36464001024;78051;27432;0,04;0,13;11937000448;3596750080;4678000128;-0,7;0;0,33;0,15;0,08;0,1;USD
Netflix Inc.;NFLX;Communication Services;Mr. Theodore A. Sarandos;Co-CEO, President & Director;CEO;59;1965;2024;US;3.000.000;9.000.000;40.000.000;5,28E+11;11453826048;17423486976;1,01;1204;40173326336;72513;93794;0,14;0,41;18848788480;21784893440;7938040832;0,25;0,13;0,47;0,29;0,32;0,23;USD
Netflix Inc.;NFLX;Communication Services;Mr. Gregory K. Peters;Co-CEO, President & Director;CEO;53;1971;2024;US;3.000.000;9.000.000;40.000.000;5,28E+11;11453826048;17423486976;1,01;1204;40173326336;72513;93794;0,14;0,41;18848788480;21784893440;7938040832;0,25;0,13;0,47;0,29;0,32;0,23;USD
Netflix Inc.;NFLX;Communication Services;Mr. Wilmot Reed Hastings Jr.;Co-Founder & Chairman;OBM;64;1960;2024;US;100.000;300.000;1.000.000;5,28E+11;11453826048;17423486976;1,01;1204;40173326336;72513;93794;0,14;0,41;18848788480;21784893440;7938040832;0,25;0,13;0,47;0,29;0,32;0,23;USD
Netflix Inc.;NFLX;Communication Services;Mr. Spencer Adam Neumann;Chief Financial Officer;OBM;54;1970;2024;US;1.500.000;4.500.000;11.000.000;5,28E+11;11453826048;17423486976;1,01;1204;40173326336;72513;93794;0,14;0,41;18848788480;21784893440;7938040832;0,25;0,13;0,47;0,29;0,32;0,23;USD
Netflix Inc.;NFLX;Communication Services;Mr. David  Hyman J.D.;Chief Legal Officer & Secretary;OBM;58;1966;2024;US;1.500.000;4.500.000;11.000.000;5,28E+11;11453826048;17423486976;1,01;1204;40173326336;72513;93794;0,14;0,41;18848788480;21784893440;7938040832;0,25;0,13;0,47;0,29;0,32;0,23;USD
NVIDIA Corporation;NVDA;Technology;Mr. Jen-Hsun  Huang;Co-Founder, CEO, President & Director;CEO;61;1963;2025;US;1.000.000;3.000.000;24.900.000;3,46E+12;88247001088;10284999680;2857;3388;1,49E+11;12267;6059;0,53;115463;1,04E+11;55443001344;76158001152;0,27;0,69;0,7;0,59;0,49;0,52;USD
NVIDIA Corporation;NVDA;Technology;Ms. Colette M. Kress;Executive VP & CFO;OBM;57;1967;2025;US;900.000;1.200.000;12.000.000;3,46E+12;88247001088;10284999680;2857;3388;1,49E+11;12267;6059;0,53;115463;1,04E+11;55443001344;76158001152;0,27;0,69;0,7;0,59;0,49;0,52;USD
NVIDIA Corporation;NVDA;Technology;Mr. Ajay K. Puri;Executive Vice President of Worldwide Field Operations;OBM;69;1955;2025;US;950.000;1.600.000;12.100.000;3,46E+12;88247001088;10284999680;2857;3388;1,49E+11;12267;6059;0,53;115463;1,04E+11;55443001344;76158001152;0,27;0,69;0,7;0,59;0,49;0,52;USD
NVIDIA Corporation;NVDA;Technology;Ms. Debora  Shoquist;Executive Vice President of Operations;OBM;69;1955;2025;US;850.000;1.100.000;10.000.000;3,46E+12;88247001088;10284999680;2857;3388;1,49E+11;12267;6059;0,53;115463;1,04E+11;55443001344;76158001152;0,27;0,69;0,7;0,59;0,49;0,52;USD
NVIDIA Corporation;NVDA;Technology;Mr. Timothy S. Teter J.D.;Executive VP, General Counsel & Secretary;OBM;57;1967;2025;US;850.000;1.100.000;10.000.000;3,46E+12;88247001088;10284999680;2857;3388;1,49E+11;12267;6059;0,53;115463;1,04E+11;55443001344;76158001152;0,27;0,69;0,7;0,59;0,49;0,52;USD
PayPal Holdings Inc.;PYPL;Financial Services;Mr. Alex  Chriss;President, CEO & Director;CEO;46;1978;2024;US;1.250.000;3.750.000;3.750.000;71413096448;6371999744;13376000000;0,27;1,3;31889000448;66041;31589;0,04;0,22;13201000448;1741874944;6693000192;0,55;0,01;0,41;0,2;0,2;0,14;USD
PayPal Holdings Inc.;PYPL;Financial Services;Ms. Jamie S. Miller;Executive VP and Chief Financial & Operating Officer;OBM;55;1969;2024;US;750.000;1.687.500;9.053.379;71413096448;6371999744;13376000000;0,27;1,3;31889000448;66041;31589;0,04;0,22;13201000448;1741874944;6693000192;0,55;0,01;0,41;0,2;0,2;0,14;USD
PayPal Holdings Inc.;PYPL;Financial Services;Ms. Suzan Bulyaba Kereere;President of Global Markets;OBM;58;1966;2024;US;750.000;1.687.500;14.187.500;71413096448;6371999744;13376000000;0,27;1,3;31889000448;66041;31589;0,04;0,22;13201000448;1741874944;6693000192;0,55;0,01;0,41;0,2;0,2;0,14;USD
PayPal Holdings Inc.;PYPL;Financial Services;Diego Scotti;;OBM;;;2024;US;750.000;1.687.500;14.187.500;71413096448;6371999744;13376000000;0,27;1,3;31889000448;66041;31589;0,04;0,22;13201000448;1741874944;6693000192;0,55;0,01;0,41;0,2;0,2;0,14;USD
PayPal Holdings Inc.;PYPL;Financial Services;Mr. Aaron J. Webster;Executive VP & Global Chief Risk Officer;OBM;43;1981;2024;US;750.000;1.687.500;10.687.500;71413096448;6371999744;13376000000;0,27;1,3;31889000448;66041;31589;0,04;0,22;13201000448;1741874944;6693000192;0,55;0,01;0,41;0,2;0,2;0,14;USD
QUALCOMM Incorporated;QCOM;Technology;Mr. Cristiano Renno Amon;CEO, President & Director;CEO;54;1970;2024;US;1.350.000;4.050.000;24.050.084;1,64E+11;13351000064;14622999552;1838;2733;42285998080;52737;38044;0,13;0,42;23545999360;8322874880;12839999488;0,22;0,17;0,56;0,32;0,28;0,26;USD
QUALCOMM Incorporated;QCOM;Technology;Mr. Akash  Palkhiwala;CFO & COO;OBM;48;1976;2024;US;900.000;2.250.000;12.250.421;1,64E+11;13351000064;14622999552;1838;2733;42285998080;52737;38044;0,13;0,42;23545999360;8322874880;12839999488;0,22;0,17;0,56;0,32;0,28;0,26;USD
QUALCOMM Incorporated;QCOM;Technology;Dr. James H. Thompson Ph.D.;Chief Technology Officer of Qualcomm Technologies, Inc.;OBM;60;1964;2024;US;900.000;2.250.000;12.250.205;1,64E+11;13351000064;14622999552;1838;2733;42285998080;52737;38044;0,13;0,42;23545999360;8322874880;12839999488;0,22;0,17;0,56;0,32;0,28;0,26;USD
QUALCOMM Incorporated;QCOM;Technology;Mr. Alexander H. Rogers J.D.;President of Qualcomm Technology Licensing (QTL) & Global Affairs;OBM;67;1957;2024;US;800.000;1.920.000;7.920.327;1,64E+11;13351000064;14622999552;1838;2733;42285998080;52737;38044;0,13;0,42;23545999360;8322874880;12839999488;0,22;0,17;0,56;0,32;0,28;0,26;USD
QUALCOMM Incorporated;QCOM;Technology;Ms. Ann N. Cathcart Chaplin;General Counsel & Corporate Secretary;OBM;51;1973;2024;US;700.000;1.400.000;6.650.210;1,64E+11;13351000064;14622999552;1838;2733;42285998080;52737;38044;0,13;0,42;23545999360;8322874880;12839999488;0,22;0,17;0,56;0,32;0,28;0,26;USD
Starbucks Corporation;SBUX;Consumer Cyclical;Mr. Brian R. Niccol;Chairman & CEO;CEO;50;1974;2024;US;1.600.000;5.200.000;28.200.000;1,02E+11;6058200064;26031900672;0,4;0,64;36347301888;;32047;0,09;;9097900032;1848912512;5569699840;-0,5;0,02;0,25;0,17;0,08;0,09;USD
Starbucks Corporation;SBUX;Consumer Cyclical;Rachel Ruggeri;;OBM;;;2024;US;918.000;2.065.500;7.065.500;1,02E+11;6058200064;26031900672;0,4;0,64;36347301888;;32047;0,09;;9097900032;1848912512;5569699840;-0,5;0,02;0,25;0,17;0,08;0,09;USD
Starbucks Corporation;SBUX;Consumer Cyclical;Mr. Bradley E. Lerman J.D.;Executive VP & Chief Legal Officer;OBM;66;1958;2024;US;762.000;1.524.000;5.024.000;1,02E+11;6058200064;26031900672;0,4;0,64;36347301888;;32047;0,09;;9097900032;1848912512;5569699840;-0,5;0,02;0,25;0,17;0,08;0,09;USD
Starbucks Corporation;SBUX;Consumer Cyclical;Michael Conway ;;OBM;;;2024;US;1.000.000;2.500.000;7.000.000;1,02E+11;6058200064;26031900672;0,4;0,64;36347301888;;32047;0,09;;9097900032;1848912512;5569699840;-0,5;0,02;0,25;0,17;0,08;0,09;USD
Starbucks Corporation;SBUX;Consumer Cyclical;Laxman Narasimhan;;OBM;;;2024;US;1.400.000;4.200.000;18.200.000;1,02E+11;6058200064;26031900672;0,4;0,64;36347301888;;32047;0,09;;9097900032;1848912512;5569699840;-0,5;0,02;0,25;0,17;0,08;0,09;USD
T-Mobile US Inc.;TMUS;Communication Services;Mr. G. Michael Sievert;President, CEO & Director;CEO;54;1970;2024;US;1.850.000;6.475.000;27.328.000;2,79E+11;31601999872;1,22E+11;0,9;1161;82691997696;199152;71409;0,06;0,19;52799000576;9022624768;24056000512;0,29;0,07;0,64;0,38;0,23;0,14;USD
T-Mobile US Inc.;TMUS;Communication Services;Mr. Peter  Osvaldik;Executive VP & CFO;OBM;47;1977;2024;US;975.000;2.925.000;10.237.500;2,79E+11;31601999872;1,22E+11;0,9;1161;82691997696;199152;71409;0,06;0,19;52799000576;9022624768;24056000512;0,29;0,07;0,64;0,38;0,23;0,14;USD
T-Mobile US Inc.;TMUS;Communication Services;Mr. Mark W. Nelson J.D.;Executive VP & General Counsel;OBM;55;1969;2024;US;975.000;2.778.750;9.725.625;2,79E+11;31601999872;1,22E+11;0,9;1161;82691997696;199152;71409;0,06;0,19;52799000576;9022624768;24056000512;0,29;0,07;0,64;0,38;0,23;0,14;USD
T-Mobile US Inc.;TMUS;Communication Services;Mr. Michael J. Katz;President of Marketing, Strategy & Products;OBM;44;1980;2024;US;850.000;2.422.500;8.478.750;2,79E+11;31601999872;1,22E+11;0,9;1161;82691997696;199152;71409;0,06;0,19;52799000576;9022624768;24056000512;0,29;0,07;0,64;0,38;0,23;0,14;USD
T-Mobile US Inc.;TMUS;Communication Services;Mr. Jonathan A. Freier;President of Consumer Group;OBM;47;1977;2024;US;825.000;2.351.250;7.641.563;2,79E+11;31601999872;1,22E+11;0,9;1161;82691997696;199152;71409;0,06;0,19;52799000576;9022624768;24056000512;0,29;0,07;0,64;0,38;0,23;0,14;USD
Tesla Inc.;TSLA;Consumer Cyclical;Mr. Elon R. Musk;Co-Founder, Technoking of Tesla, CEO & Director;CEO;53;1971;2024;US;;;;9,51E+11;12549999616;13127999488;1376;1996;95724003328;17407;29867;0,04;0,09;16906999808;3360000000;16837000192;-0,71;-0,09;0,18;0,13;0,03;0,06;USD
Tesla Inc.;TSLA;Consumer Cyclical;Mr. Vaibhav  Taneja;Chief Financial Officer;OBM;46;1978;2024;US;;;;9,51E+11;12549999616;13127999488;1376;1996;95724003328;17407;29867;0,04;0,09;16906999808;3360000000;16837000192;-0,71;-0,09;0,18;0,13;0,03;0,06;USD
Tesla Inc.;TSLA;Consumer Cyclical;Mr. Xiaotong  Zhu;Senior Vice President of APAC;OBM;44;1980;2024;US;;;;9,51E+11;12549999616;13127999488;1376;1996;95724003328;17407;29867;0,04;0,09;16906999808;3360000000;16837000192;-0,71;-0,09;0,18;0,13;0,03;0,06;USD
Tesla Inc.;TSLA;Consumer Cyclical;Travis  Axelrod;Head of Investor Relations;OBM;N/A;N/A;2024;US;;;;9,51E+11;12549999616;13127999488;1376;1996;95724003328;17407;29867;0,04;0,09;16906999808;3360000000;16837000192;-0,71;-0,09;0,18;0,13;0,03;0,06;USD
Tesla Inc.;TSLA;Consumer Cyclical;Mr. Franz  von Holzhausen;Chief Designer;OBM;N/A;N/A;2024;US;;;;9,51E+11;12549999616;13127999488;1376;1996;95724003328;17407;29867;0,04;0,09;16906999808;3360000000;16837000192;-0,71;-0,09;0,18;0,13;0,03;0,06;USD
Texas Instruments Incorporated;TXN;Technology;Mr. Haviv  Ilan;CEO, President & Director;CEO;55;1969;2024;US;1.250.000;;;1,75E+11;7097999872;12848000000;3238;5258;16049000448;78313;17598;0,1;0,29;9312000000;-257000000;6150000128;0,07;0,11;0,58;0,44;0,32;0,3;USD
Texas Instruments Incorporated;TXN;Technology;Mr. Rafael R. Lizardi;Senior VP & CFO;OBM;51;1973;2024;US;845.000;;;1,75E+11;7097999872;12848000000;3238;5258;16049000448;78313;17598;0,1;0,29;9312000000;-257000000;6150000128;0,07;0,11;0,58;0,44;0,32;0,3;USD
Texas Instruments Incorporated;TXN;Technology;Richard Templeton;;OBM;;;2024;US;600.000;;;1,75E+11;7097999872;12848000000;3238;5258;16049000448;78313;17598;0,1;0,29;9312000000;-257000000;6150000128;0,07;0,11;0,58;0,44;0,32;0,3;USD
Texas Instruments Incorporated;TXN;Technology;Mr. Hagop H. Kozanian;Senior Vice President of Analog Signal Chain;OBM;41;1983;2024;US;800.000;;;1,75E+11;7097999872;12848000000;3238;5258;16049000448;78313;17598;0,1;0,29;9312000000;-257000000;6150000128;0,07;0,11;0,58;0,44;0,32;0,3;USD
Texas Instruments Incorporated;TXN;Technology;Mr. Amichai  Ron;Senior Vice President of Embedded Processing & DLP® Products;OBM;46;1978;2024;US;780.000;;;1,75E+11;7097999872;12848000000;3238;5258;16049000448;78313;17598;0,1;0,29;9312000000;-257000000;6150000128;0,07;0,11;0,58;0,44;0,32;0,3;USD
Abbott Laboratories;ABT;Healthcare;Mr. Robert B. Ford;Chairman of the Board, President & CEO;CEO;50;1974;2022;US;1.500.000;4.125.000;20.579.900;2,32E+11;11020999680;13290000384;1,09;1,78;42344001536;27087;24339;0,06;0,31;23708000256;6032374784;8949999616;0,09;0,04;0,56;0,26;0,18;0,32;USD
Abbott Laboratories;ABT;Healthcare;Mr. Philip P. Boudreau;CFO & Executive VP of Finance;OBM;51;1973;2022;US;950.000;2.042.500;7.429.200;2,32E+11;11020999680;13290000384;1,09;1,78;42344001536;27087;24339;0,06;0,31;23708000256;6032374784;8949999616;0,09;0,04;0,56;0,26;0,18;0,32;USD
Abbott Laboratories;ABT;Healthcare;Mr. Hubert L. Allen J.D.;Executive VP, General Counsel & Secretary;OBM;58;1966;2022;US;930.000;1.906.500;6.097.750;2,32E+11;11020999680;13290000384;1,09;1,78;42344001536;27087;24339;0,06;0,31;23708000256;6032374784;8949999616;0,09;0,04;0,56;0,26;0,18;0,32;USD
Abbott Laboratories;ABT;Healthcare;Mr. Daniel Gesua Sive Salvadori;Executive VP and Group President of Established Pharmaceuticals & Nutritional Products;OBM;45;1979;2022;US;900.000;1.935.000;5.602.000;2,32E+11;11020999680;13290000384;1,09;1,78;42344001536;27087;24339;0,06;0,31;23708000256;6032374784;8949999616;0,09;0,04;0,56;0,26;0,18;0,32;USD
Abbott Laboratories;ABT;Healthcare;Ms. Lisa D. Earnhardt;Executive VP & Group President of Medical Devices;OBM;54;1970;2022;US;900.000;1.935.000;5.968.700;2,32E+11;11020999680;13290000384;1,09;1,78;42344001536;27087;24339;0,06;0,31;23708000256;6032374784;8949999616;0,09;0,04;0,56;0,26;0,18;0,32;USD
AbbVie Inc.;ABBV;Healthcare;Mr. Robert A. Michael CPA;CEO & Director;CEO;54;1970;2024;US;1.700.000;4.250.000;14.054.031;3,35E+11;27366000640;70024003584;0,49;0,76;57366999040;4789603;32434;0,08;0,88;40739000320;16941375488;16401000448;-0,06;0,08;0,71;0,48;0,3;0,07;USD
AbbVie Inc.;ABBV;Healthcare;Mr. Richard A. Gonzalez;Executive Chairman;OBM;70;1954;2024;US;1.500.000;3.600.000;22.176.422;3,35E+11;27366000640;70024003584;0,49;0,76;57366999040;4789603;32434;0,08;0,88;40739000320;16941375488;16401000448;-0,06;0,08;0,71;0,48;0,3;0,07;USD
AbbVie Inc.;ABBV;Healthcare;Mr. Scott T. Reents;Executive VP & CFO;OBM;56;1968;2024;US;1.100.000;2.420.000;7.580.016;3,35E+11;27366000640;70024003584;0,49;0,76;57366999040;4789603;32434;0,08;0,88;40739000320;16941375488;16401000448;-0,06;0,08;0,71;0,48;0,3;0,07;USD
AbbVie Inc.;ABBV;Healthcare;Jeffrey R. Stewart;;OBM;;;2024;US;1.287.500;2.832.500;9.230.780;3,35E+11;27366000640;70024003584;0,49;0,76;57366999040;4789603;32434;0,08;0,88;40739000320;16941375488;16401000448;-0,06;0,08;0,71;0,48;0,3;0,07;USD
AbbVie Inc.;ABBV;Healthcare;Dr. Azita  Saleki-Gerhardt Ph.D.;Executive VP & COO;OBM;61;1963;2024;US;1.030.000;2.266.000;7.064.686;3,35E+11;27366000640;70024003584;0,49;0,76;57366999040;4789603;32434;0,08;0,88;40739000320;16941375488;16401000448;-0,06;0,08;0,71;0,48;0,3;0,07;USD
Accenture plc;ACN;Technology;Ms. Julie T. Spellman Sweet J.D.;CEO & Chairman;CEO;57;1967;2024;US;1.550.000;5.425.000;27.100.000;1,99E+11;11472501760;8060329984;1,33;1477;67221491712;26706;107257;0,12;0,27;21633724416;8601244672;10407318528;0,07;0,05;0,32;0,17;0,13;0,11;USD
